Reference Number,description,Assigned to,Assignment Group,Affected Service/CI,Affected Service/CI Category,Affected Service/CI Subcategory,Closed Date,Created,Created by,Task Summary,Closed by,Closure Code,Closure Code 2
INC0022329975,Nutanix/Alert / Cluster Service {services} Restarting Frequently / SystemIndicator Cluster / DSJNTXCLSPR0401 - There have been multiple service restarts of ['xtrim'] across all Controller VM(s). Latest crash of these services have occurred at ['Thu Jun 16 22:54:59 2022'] respectively. - Event ID:0242ac11-000e-b27b-11ec-ed8573ced200,Rohini Choudhari,DBSP-INT-NGCS-TIER2-NUTANIX,dsjntxclspr0401.sg.db.com,,,,16 June 2022,zip_interface,,,,
INC0022325131,Nutanix/Alert / Cluster Service {services} Restarting Frequently / SystemIndicator Cluster / DSJNTXCLSPR0401 - There have been multiple service restarts of ['xtrim'] across all Controller VM(s). Latest crash of these services have occurred at ['Thu Jun 16 13:00:18 2022'] respectively. - Event ID:0242ac11-000e-b27b-11ec-ed31bba5acc9,Dharam Prasad,DBSP-INT-NGCS-TIER2-NUTANIX,dsjntxclspr0401.sg.db.com,,,,16 June 2022,zip_interface,,,,
INC0022223722,"Status / Status / Status / WindowsServiceLog: failed collection - (('An invalid name was supplied', 131072), ('Success', 100001)) DCNCTXCCCPR0115.de.db.com - Event ID:0242ac11-0007-aa67-11ec-e148a0498391",Binod Maurya,DBSP-INT-NGCS-TIER2-CITRIX,dcnctxcccpr0115.de.db.com,,,,01 June 2022,zip_interface,,,No Fault Found,False Alert
INC0022223855,Nutanix/Alert / Recovery Point Objective Cannot Be Met / SystemIndicator / DSJNTXCLSPR0401 - Recovery point objective cannot be met because 'of the indicators : (Task Cancelled Ratio | BAD) (Partial Scan Duration | WARNING)' - Event ID:0242ac11-000e-b27b-11ec-e14fcdbfd5e2,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,dsjntxclspr0401.sg.db.com,,,06-06-2022 08:02,01 June 2022,zip_interface,,Zip Interface,Hardware,Not Listed
INC0022228984,Nutanix/Alert / Recovery Point Objective Cannot Be Met / SystemIndicator / DCNNTXCLSPR1101 - Recovery point objective cannot be met because 'of the indicators : (Task Cancelled Ratio | BAD) (ContiguousFullScanTaskCancelledRatio | BAD)' - Event ID:0242ac11-0007-aa67-11ec-e1a04ce5105b,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,dcnntxclspr1101.de.db.com,,,06-06-2022 17:00,01 June 2022,zip_interface,,Zip Interface,Hardware,Not Listed
INC0022231290,Nutanix/Alert / IDF Source to Remote Sync Status / SystemIndicator Cluster / IDF data on this cluster is not in sync with the IDF data on cluster:c1ab8a55-c325-43fa-97c4-41b452d00193 - Event ID:0242ac11-0007-aa67-11ec-e1d99fa89126,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,dcnntxclspr1701.de.db.com,,,06-06-2022 21:00,01 June 2022,zip_interface,,Zip Interface,Hardware,Not Listed
INC0022227435,Nutanix/Alert / IDF Source to Remote Sync Status / SystemIndicator Cluster / IDF data on this cluster is not in sync with the IDF data on cluster:038fd43f-f8be-4638-b001-f1398481b578 - Event ID:0242ac11-0007-af61-11ec-e18b7f307b5f,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,wdcntxclspr2301.uk.db.com,,,06-06-2022 11:00,01 June 2022,zip_interface,,Zip Interface,Hardware,Not Listed
INC0022232181,"Status/Winrm / Status/Winrm / ConnectionError / Error on DCBCTXCCCPR0213.de.db.com: (('An invalid name was supplied', 131072), ('Success', 100001)) - Event ID:0242ac11-0007-aa67-11ec-e21127383907",Yogesh Dandwate,DBSP-INT-NGCS-TIER2-CITRIX,dcbctxcccpr0213.de.db.com,,,07-06-2022 04:00,02 June 2022,zip_interface,,Yogesh Dandwate,No Fault Found,False Alert
INC0022236955,Nutanix/Alert / Recovery Point Objective Cannot Be Met / SystemIndicator / WDCNTXCLSPR1701 - Recovery point objective cannot be met because 'of the indicators : (Task Cancelled Ratio | BAD)' - Event ID:0242ac11-0007-af61-11ec-e26eece43024,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,wdcntxclspr1701.uk.db.com,,,,02 June 2022,zip_interface,,,Hardware,Not Listed
INC0022237149,Nutanix/Alert / Recovery Point Objective Cannot Be Met / SystemIndicator / 2PKNTXCLSPR0401 - Recovery point objective cannot be met because 'of the indicators : (Task Cancelled Ratio | BAD)' - Event ID:0242ac11-0015-bb1f-11ec-e273b6c6c92b,Amar Pange,DBSP-INT-NGCS-TIER2-NUTANIX,2pkntxclspr0401.us.db.com,,,,02 June 2022,zip_interface,,,No Fault Found,False Alert
INC0022239577,"Status/Winrm / Status/Winrm / Status/Winrm / Perfmon command(s) did not start: (('An invalid name was supplied', 131072), ('Success', 100001)) - Event ID:0242ac11-0007-aa67-11ec-e2da555144da",Yogesh Dandwate,DBSP-INT-NGCS-TIER2-CITRIX,dcbctxfslpr0202.de.db.com,,,,03 June 2022,zip_interface,,,No Fault Found,False Alert
INC0022245653,"Status / Status / Status / WindowsServiceLog: failed collection - (('The referenced context has expired', 786432), ('Success', 100001)) 2PKCTXCCCPR0208.us.db.com - Event ID:0242ac11-0015-bb1f-11ec-e375c93e13ae",Robin Chandrasekar,DBSP-INT-NGCS-TIER2-CITRIX,2pkctxcccpr0208.us.db.com,,,,03 June 2022,zip_interface,,,No Fault Found,False Alert
INC0022245858,Nutanix/Alert / Recovery Point Objective Cannot Be Met / SystemIndicator / KCHNTXCLSPR0501 - Recovery point objective cannot be met because 'of the indicators : (Task Cancelled Ratio | BAD)' - Event ID:0242ac11-000e-b27b-11ec-e385a9081fb7,Balagam-Subramanya Naikar,DBSP-INT-NGCS-TIER2-NUTANIX,kchntxclspr0501.sg.db.com,,,,03 June 2022,zip_interface,,,,
INC0022245856,Nutanix/Alert / Recovery Point Objective Cannot Be Met / SystemIndicator / KCHNTXCLSPR0301 - Recovery point objective cannot be met because 'of the indicators : (Task Cancelled Ratio | BAD)' - Event ID:0242ac11-000e-b27b-11ec-e38513a30902,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,kchntxclspr0301.sg.db.com,,,,03 June 2022,zip_interface,,,Hardware,Not Listed
INC0022249022,Status/Winrm / Status/Winrm / Status/Winrm / Perfmon command(s) did not start: Connection was refused by other side: 111: Connection refused. - Event ID:0242ac11-000e-b27b-11ec-e435deafde59,G Rajasekhar,DBSP-INT-NGCS-TIER2-NUTANIX,kchctxcccpr0104.sg.db.com,,,,04 June 2022,zip_interface,,,,
INC0022248902,Status/Winrm / Status/Winrm / Status/Winrm / Perfmon command(s) did not start: 10.213.148.91: HTTP status: 500. Class not registered . - Event ID:0242ac11-0015-bb1f-11ec-e427ef309abb,Prashant Sahane,DBSP-INT-NGCS-TIER2-CITRIX,nj3ctxsfspr0101.us.db.com,,,,04 June 2022,zip_interface,,,No Fault Found,False Alert
INC0022248084,Nutanix/Alert / Recovery Point Objective Cannot Be Met / SystemIndicator / NJ3NTXCLSPR0501 - Recovery point objective cannot be met because 'of the indicators : (Task Cancelled Ratio | BAD) (Partial Scan Duration | WARNING)' - Event ID:0242ac11-0015-bb1f-11ec-e3fd488ec5fa,Tanaji Dongare,DBSP-INT-NGCS-TIER2-NUTANIX,nj3ntxclspr0501.us.db.com,,,,04 June 2022,zip_interface,,,,
INC0022247903,Nutanix/Alert / Recovery Point Objective Cannot Be Met / SystemIndicator / NJ3NTXCLSPR0301 - Recovery point objective cannot be met because 'of the indicators : (Task Cancelled Ratio | BAD)' - Event ID:0242ac11-0015-bb1f-11ec-e3f1ce9d46ff,Tanaji Dongare,DBSP-INT-NGCS-TIER2-NUTANIX,nj3ntxclspr0301.us.db.com,,,,04 June 2022,zip_interface,,,,
INC0022246174,Nutanix/Alert / Recovery Point Objective Cannot Be Met / SystemIndicator / DSJNTXCLSPR0601 - Recovery point objective cannot be met because 'of the indicators : (Task Cancelled Ratio | BAD)' - Event ID:0242ac11-000e-b27b-11ec-e39a2af8f4f8,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,dsjntxclspr0601.sg.db.com,,,,04 June 2022,zip_interface,,,Hardware,Not Listed
INC0022246215,Nutanix/Alert / Recovery Point Objective Cannot Be Met / SystemIndicator / DSJNTXCLSPR0401 - Recovery point objective cannot be met because 'of the indicators : (Task Cancelled Ratio | BAD) (Partial Scan Duration | WARNING)' - Event ID:0242ac11-000e-b27b-11ec-e39dc20523f1,Ratheesh Sivasubramaniam,DBSP-INT-NGCS-TIER2-NUTANIX,dsjntxclspr0401.sg.db.com,,,,04 June 2022,zip_interface,,,,
INC0022247222,Nutanix/Alert / Recovery Point Objective Cannot Be Met / SystemIndicator / DCNNTXCLSPR1101 - Recovery point objective cannot be met because 'of the indicators : (Task Cancelled Ratio | BAD)' - Event ID:0242ac11-0007-aa67-11ec-e3d930b8d2c1,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,dcnntxclspr1101.de.db.com,,,,04 June 2022,zip_interface,,,Hardware,Not Listed
INC0022247017,Nutanix/Alert / Recovery Point Objective Cannot Be Met / SystemIndicator / DCNNTXCLSPR0901 - Recovery point objective cannot be met because 'of the indicators : (Task Cancelled Ratio | BAD)' - Event ID:0242ac11-0007-aa67-11ec-e3cf3fd260e2,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,dcnntxclspr0901.de.db.com,,,,04 June 2022,zip_interface,,,Hardware,Not Listed
INC0022246749,Nutanix/Alert / Recovery Point Objective Cannot Be Met / SystemIndicator / DCNNTXCLSPR0701 - Recovery point objective cannot be met because 'of the indicators : (Task Cancelled Ratio | BAD)' - Event ID:0242ac11-0007-aa67-11ec-e3c616da07fc,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,dcnntxclspr0701.de.db.com,,,,04 June 2022,zip_interface,,,Hardware,Not Listed
INC0022247602,Nutanix/Alert / Recovery Point Objective Cannot Be Met / SystemIndicator / DCNNTXCLSPR0501 - Recovery point objective cannot be met because 'of the indicators : (Task Cancelled Ratio | BAD)' - Event ID:0242ac11-0007-aa67-11ec-e3e36b13e536,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,dcnntxclspr0501.de.db.com,,,,04 June 2022,zip_interface,,,Hardware,Not Listed
INC0022247859,Nutanix/Alert / Recovery Point Objective Cannot Be Met / SystemIndicator / DCNNTXCLSPR0301 - Recovery point objective cannot be met because 'of the indicators : (Task Cancelled Ratio | BAD)' - Event ID:0242ac11-0007-aa67-11ec-e3ef9045e093,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,dcnntxclspr0301.de.db.com,,,,04 June 2022,zip_interface,,,Hardware,Not Listed
INC0022247018,Nutanix/Alert / Recovery Point Objective Cannot Be Met / SystemIndicator / DCBNTXCLSPR1201 - Recovery point objective cannot be met because 'of the indicators : (Task Cancelled Ratio | BAD)' - Event ID:0242ac11-0007-aa67-11ec-e3cec7b3cc4a,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,dcbntxclspr1201.de.db.com,,,,04 June 2022,zip_interface,,,Hardware,Not Listed
INC0022247648,Nutanix/Alert / Recovery Point Objective Cannot Be Met / SystemIndicator / DCBNTXCLSPR1001 - Recovery point objective cannot be met because 'of the indicators : (Task Cancelled Ratio | BAD)' - Event ID:0242ac11-0007-aa67-11ec-e3e74753fdd6,Amit Kunapara,DBSP-INT-NGCS-TIER2-NUTANIX,dcbntxclspr1001.de.db.com,,,,04 June 2022,zip_interface,,,No Fault Found,False Alert
INC0022247604,Nutanix/Alert / Recovery Point Objective Cannot Be Met / SystemIndicator / DCBNTXCLSPR0401 - Recovery point objective cannot be met because 'of the indicators : (Task Cancelled Ratio | BAD)' - Event ID:0242ac11-0007-aa67-11ec-e3e30b3c38a2,Amit Kunapara,DBSP-INT-NGCS-TIER2-NUTANIX,dcbntxclspr0401.de.db.com,,,,04 June 2022,zip_interface,,,No Fault Found,False Alert
INC0022247821,Nutanix/Alert / Recovery Point Objective Cannot Be Met / SystemIndicator / CDCNTXCLSPR0801 - Recovery point objective cannot be met because 'of the indicators : (Task Cancelled Ratio | BAD)' - Event ID:0242ac11-0007-af61-11ec-e3eddde020a3,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,cdcntxclspr0801.uk.db.com,,,,04 June 2022,zip_interface,,,Hardware,Not Listed
INC0022247886,Nutanix/Alert / Recovery Point Objective Cannot Be Met / SystemIndicator / CDCNTXCLSPR0601 - Recovery point objective cannot be met because 'of the indicators : (Task Cancelled Ratio | BAD)' - Event ID:0242ac11-0007-af61-11ec-e3f059fb4bf9,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,cdcntxclspr0601.uk.db.com,,,,04 June 2022,zip_interface,,,Hardware,Not Listed
INC0022247223,Nutanix/Alert / Recovery Point Objective Cannot Be Met / SystemIndicator / CDCNTXCLSPR0401 - Recovery point objective cannot be met because 'of the indicators : (Task Cancelled Ratio | BAD)' - Event ID:0242ac11-0007-af61-11ec-e3d9691a1cb6,Dipty-Ranjan Mohanty,DBSP-INT-NGCS-TIER2-NUTANIX,cdcntxclspr0401.uk.db.com,,,,04 June 2022,zip_interface,,,,
INC0022248269,Nutanix/Alert / Recovery Point Objective Cannot Be Met / SystemIndicator / 2PKNTXCLSPR0401 - Recovery point objective cannot be met because 'of the indicators : (Task Cancelled Ratio | BAD)' - Event ID:0242ac11-0015-bb1f-11ec-e4080b4b7b7c,Amit Kunapara,DBSP-INT-NGCS-TIER2-NUTANIX,2pkntxclspr0401.us.db.com,,,,04 June 2022,zip_interface,,,No Fault Found,False Alert
INC0022251380,"Status / Status / Status / WindowsServiceLog: failed collection - (('The referenced context has expired', 786432), ('Success', 100001)) 2PKCTXCCCPR0208.us.db.com - Event ID:0242ac11-0015-bb1f-11ec-e4c5c44180d4",Ramesh Vanam,DBSP-INT-NGCS-TIER2-CITRIX,2pkctxcccpr0208.us.db.com,,,,05 June 2022,zip_interface,,,No Fault Found,False Alert
INC0022251915,Nutanix/Alert / NIC {nic_name} RX_CRC Error Rate High / SystemIndicator Hardware / NJ3NTXAHVPR1714 - NIC eth2 in host 172.31.105.134 has encountered many rx_crc_errors_phy. - Event ID:0242ac11-0015-bb1f-11ec-e4ea125a71ca,Amit Kunapara,DBSP-INT-NGCS-TIER2-NUTANIX,nj3ntxahvpr1714.us.db.com,,,,05 June 2022,zip_interface,,,,
INC0022253224,Perf/Snmp / Perf/Snmp / Perf/Snmp / Chassis 0 IO Board Sensor 49 - threshold of Warning Threshold exceeded: current value 50.000000 - Event ID:0242ac11-0015-bb1f-11ec-e5419d7b9675,Sayali Gole,DBSP-INT-NGCS-TIER2-NUTANIX,2pkntxahvpr1806.us.db.com,,,,06 June 2022,zip_interface,,,,
INC0022266467,"Status / Status / Status / WindowsServiceLog: failed collection - (('An invalid name was supplied', 131072), ('Success', 100001)) DCNCTXCCCPR0102.de.db.com - Event ID:0242ac11-0007-aa67-11ec-e6671cb11596",Binod Maurya,DBSP-INT-NGCS-TIER2-CITRIX,dcnctxcccpr0102.de.db.com,,,,07 June 2022,zip_interface,,,No Fault Found,False Alert
INC0022267936,Status / Status / proliant_HealthState / Processor 1 - Current Processor Status : Failed - Event ID:0242ac11-000e-b27b-11ec-e6865d83887f,Ritesh Shinde,DBSP-INT-NGCS-TIER2-NUTANIX,kchntxahvpr0903.sg.db.com,,,,07 June 2022,zip_interface,,,,
INC0022263687,Perf/Snmp / Perf/Snmp / Perf/Snmp / Chassis 0 IO Board Sensor 55 - threshold of Warning Threshold exceeded: current value 50.000000 - Event ID:0242ac11-0007-aa67-11ec-e63f4a3be4f3,Sagar Bhosale,DBSP-INT-NGCS-TIER2-NUTANIX,dcbntxahvpr2003.de.db.com,,,,07 June 2022,zip_interface,,,No Fault Found,False Alert
INC0022263576,Perf/Snmp / Perf/Snmp / Perf/Snmp / Chassis 0 IO Board Sensor 55 - threshold of Warning Threshold exceeded: current value 50.000000 - Event ID:0242ac11-0007-aa67-11ec-e63e974bf195,Amar Pange,DBSP-INT-NGCS-TIER2-NUTANIX,dcbntxahvpr2003.de.db.com,,,,07 June 2022,zip_interface,,,,
INC0022261654,Perf/Snmp / Perf/Snmp / Perf/Snmp / Chassis 0 IO Board Sensor 55 - threshold of Warning Threshold exceeded: current value 50.000000 - Event ID:0242ac11-0007-aa67-11ec-e628ef6a639f,Dharam Prasad,DBSP-INT-NGCS-TIER2-NUTANIX,dcbntxahvpr2003.de.db.com,,,,07 June 2022,zip_interface,,,,
INC0022260033,Nutanix/Alert / IDF Source to Remote Sync Status / SystemIndicator Cluster / IDF data on this cluster is not in sync with the IDF data on cluster:038fd43f-f8be-4638-b001-f1398481b578 - Event ID:0242ac11-0007-af61-11ec-e5f16b8156ab,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,wdcntxclspr2301.uk.db.com,,,,07 June 2022,zip_interface,,,Hardware,Not Listed
INC0022277255,"Status / Status / Status / WindowsServiceLog: failed collection - (('The referenced context has expired', 786432), ('Success', 100001)) 2PKCTXCCCPR0208.us.db.com - Event ID:0242ac11-0015-bb1f-11ec-e765036fe2d7",Prashant Sahane,DBSP-INT-NGCS-TIER2-CITRIX,2pkctxcccpr0208.us.db.com,,,,08 June 2022,zip_interface,,,No Fault Found,False Alert
INC0022269395,"Status / Status / Status / WindowsServiceLog: failed collection - (('An invalid name was supplied', 131072), ('Success', 100001)) DCBCTXCCCPR0214.de.db.com - Event ID:0242ac11-0007-aa67-11ec-e6c8990d83d8",Gabbeta Hareesh,DBSP-INT-NGCS-TIER2-CITRIX,dcbctxcccpr0214.de.db.com,,,,08 June 2022,zip_interface,,,No Fault Found,False Alert
INC0022271282,"Status / Status / Status / WindowsServiceLog: failed collection - (('An invalid name was supplied', 131072), ('Success', 100001)) 2PKCTXCCCPR0206.us.db.com - Event ID:0242ac11-0015-bb1f-11ec-e6f9a113d756",Gabbeta Hareesh,DBSP-INT-NGCS-TIER2-CITRIX,2pkctxcccpr0206.us.db.com,,,,08 June 2022,zip_interface,,,No Fault Found,False Alert
INC0022272773,Perf/Snmp / Perf/Snmp / Perf/Snmp / Chassis 0 IO Board Sensor 55 - threshold of Warning Threshold exceeded: current value 52.000000 - Event ID:0242ac11-0015-bb1f-11ec-e7097754a37c,Balagam-Subramanya Naikar,DBSP-INT-NGCS-TIER2-NUTANIX,nj3ntxahvpr1713.us.db.com,,,,08 June 2022,zip_interface,,,No Fault Found,False Alert
INC0022274584,Perf/Snmp / Perf/Snmp / Perf/Snmp / Chassis 0 IO Board Sensor 55 - threshold of Warning Threshold exceeded: current value 50.000000 - Event ID:0242ac11-0015-bb1f-11ec-e7229d10f000,Dipty-Ranjan Mohanty,DBSP-INT-NGCS-TIER2-NUTANIX,nj3ntxahvpr1713.us.db.com,,,,08 June 2022,zip_interface,,,No Fault Found,False Alert
INC0022269713,Nutanix/Alert / Node Marked To Be Detached From Metadata Ring / SystemIndicator Cluster / DCNNTXAHVPR2307 - Node 172.18.106.68 is marked to be detached from metadata ring due to frequent Cassandra restarts. Done by: 172.18.106.68. - Event ID:0242ac11-0007-aa67-11ec-e6d7612f9d22,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,dcnntxahvpr2307.de.db.com,,,13-06-2022 05:00,08 June 2022,zip_interface,,Zip Interface,Hardware,Not Listed
INC0022269845,Nutanix/Alert / Node Detached From Metadata Ring / SystemIndicator Cluster / DCNNTXAHVPR2307 - Node 172.18.106.68 is now detached from metadata ring due to frequent Cassandra restarts. Node detach procedure done by: 172.18.106.77. - Event ID:0242ac11-0007-aa67-11ec-e6dc45065863,Sayali Gole,DBSP-INT-NGCS-TIER2-NUTANIX,dcnntxahvpr2307.de.db.com,,,,08 June 2022,zip_interface,,,,
INC0022269936,"Nutanix/Alert / File Server is not reachable at required ports from the platform. / SystemIndicator Cluster / WDCNTXCLSPR0301 - File server(s) not reachable on ports are: (WDCNTXFSIPR0301: [9440, 2090, 2027, 7502, 2100, 22]), . - Event ID:0242ac11-0007-af61-11ec-e6deb8ee36a7",Rohini Choudhari,DBSP-INT-NGCS-TIER2-NUTANIX,wdcntxclspr0301.uk.db.com,,,,08 June 2022,zip_interface,,,Hardware,Not Listed
INC0022277996,Nutanix/Alert / Recovery Point Objective Cannot Be Met / SystemIndicator / 2PKNTXCLSPR2401 - Recovery point objective cannot be met because 'of the indicators : (Task Cancelled Ratio | BAD)' - Event ID:0242ac11-0015-bb1f-11ec-e794744cd133,Ratheesh Sivasubramaniam,DBSP-INT-NGCS-TIER2-NUTANIX,2pkntxclspr2401.us.db.com,,,,09 June 2022,zip_interface,,,,
INC0022281989," System Fan 1 - Current Cooling Fan Status : Degraded - Event ID:0242ac11-0015-bb1f-11ec-e7e00f349eec.
Please raise HP case in and update when the part is availability so that we will raise the change. AHS logs and screen shot attached for your reference.
",Amit Kunapara,DBSP-INT-NGCS-TIER2-NUTANIX,2pkntxahvpr2607.us.db.com,,,,09 June 2022,zip_interface,,,,
INC0022290159,"Status / Status / Status / WindowsServiceLog: failed collection - (('An invalid name was supplied', 131072), ('Success', 100001)) DCNCTXCCCPR0113.de.db.com - Event ID:0242ac11-0007-aa67-11ec-e8b2bac30bfc",Robin Chandrasekar,DBSP-INT-NGCS-TIER2-CITRIX,dcnctxcccpr0113.de.db.com,,,,10 June 2022,zip_interface,,,No Fault Found,False Alert
INC0022287371,"Status / Status / Status / WindowsServiceLog: failed collection - (('An invalid name was supplied', 131072), ('Success', 100001)) DCBCTXSFSPR0203.de.db.com - Event ID:0242ac11-0007-aa67-11ec-e887c829e383",Gabbeta Hareesh,DBSP-INT-NGCS-TIER2-CITRIX,dcbctxsfspr0203.de.db.com,,,,10 June 2022,zip_interface,,,No Fault Found,False Alert
INC0022287205,"Status / Status / Status / WindowsServiceLog: failed collection - (('An invalid name was supplied', 131072), ('Success', 100001)) DCBCTXCCCPR0207.de.db.com - Event ID:0242ac11-0007-aa67-11ec-e8865202329a",Gabbeta Hareesh,DBSP-INT-NGCS-TIER2-CITRIX,dcbctxcccpr0207.de.db.com,,,,10 June 2022,zip_interface,,,No Fault Found,False Alert
INC0022286223,Perf/Snmp / Perf/Snmp / Perf/Snmp / Chassis 0 IO Board Sensor 49 - threshold of Warning Threshold exceeded: current value 60.000000 - Event ID:0242ac11-0015-bb1f-11ec-e864a3281818,Rohini Choudhari,DBSP-INT-NGCS-TIER2-NUTANIX,2pkntxahvpr1414.us.db.com,,,,10 June 2022,zip_interface,,,,
INC0022285889,Perf/Snmp / Perf/Snmp / Perf/Snmp / Chassis 0 IO Board Sensor 49 - threshold of Warning Threshold exceeded: current value 60.000000 - Event ID:0242ac11-0015-bb1f-11ec-e85411362293,Girish Rajanal,DBSP-INT-NGCS-TIER2-NUTANIX,2pkntxahvpr1622.us.db.com,,,,10 June 2022,zip_interface,,,,
INC0022292567,Nutanix/Alert / Recovery Point Objective Cannot Be Met / SystemIndicator / WDCNTXCLSPR1301 - Recovery point objective cannot be met because 'of the indicators : (Task Cancelled Ratio | BAD)' - Event ID:0242ac11-0007-af61-11ec-e8f21f3e7816,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,wdcntxclspr1301.uk.db.com,,,,10 June 2022,zip_interface,,,Hardware,Not Listed
INC0022292514,Nutanix/Alert / Recovery Point Objective Cannot Be Met / SystemIndicator / DSJNTXCLSPR0801 - Recovery point objective cannot be met because 'of the indicators : (Task Cancelled Ratio | BAD)' - Event ID:0242ac11-000e-b27b-11ec-e8efcf75e2e7,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,dsjntxclspr0801.sg.db.com,,,,10 June 2022,zip_interface,,,Hardware,Not Listed
INC0022295954,Status/Winrm / Status/Winrm / Status/Winrm / Perfmon command(s) did not start: 10.216.118.58: HTTP status: 500. Illegal operation attempted on a registry key that has been marked for deletion. . - Event ID:0242ac11-0007-aa67-11ec-e9a16ab2c5a8,Praveen-Kumar Dhanalakota,DBSP-INT-NGCS-TIER2-CITRIX,dcbctxcccpr0206.de.db.com,,,,11 June 2022,zip_interface,,,Access,Permissions
INC0022295949,Status/Winrm / Status/Winrm / Status/Winrm / Perfmon command(s) did not start: 10.208.5.34: HTTP status: 500. Class not registered . - Event ID:0242ac11-000e-b27b-11ec-e9a19b25e08d,Praveen-Kumar Dhanalakota,DBSP-INT-NGCS-TIER2-CITRIX,dsjctxcccpr0202.sg.db.com,,,,11 June 2022,zip_interface,,,Access,Permissions
INC0022294301,"Status / Status / Status / WindowsServiceLog: failed collection - (('An invalid name was supplied', 131072), ('Success', 100001)) KCHCTXFSLPR0101.sg.db.com - Event ID:0242ac11-000e-b27b-11ec-e9588cd53713",Robin Chandrasekar,DBSP-INT-NGCS-TIER2-CITRIX,kchctxfslpr0101.sg.db.com,,,,11 June 2022,zip_interface,,,No Fault Found,False Alert
INC0022296145,Nutanix/Alert / Recovery Point Objective Cannot Be Met / SystemIndicator / NJ3NTXCLSPR0301 - Recovery point objective cannot be met because 'of the indicators : (Task Cancelled Ratio | BAD)' - Event ID:0242ac11-0015-bb1f-11ec-e9b07237d446,Benarjee Manepalli,DBSP-INT-NGCS-TIER2-NUTANIX,nj3ntxclspr0301.us.db.com,,,,11 June 2022,zip_interface,,,No Fault Found,False Alert
INC0022293120,Nutanix/Alert / Recovery Point Objective Cannot Be Met / SystemIndicator / DSJNTXCLSPR0801 - Recovery point objective cannot be met because 'of the indicators : (Task Cancelled Ratio | BAD)' - Event ID:0242ac11-000e-b27b-11ec-e919ba3592d2,Amit Kunapara,DBSP-INT-NGCS-TIER2-NUTANIX,dsjntxclspr0801.sg.db.com,,,,11 June 2022,zip_interface,,,No Fault Found,False Alert
INC0022295207,Nutanix/Alert / Recovery Point Objective Cannot Be Met / SystemIndicator / 2PKNTXCLSPR2401 - Recovery point objective cannot be met because 'of the indicators : (Task Cancelled Ratio | BAD) (ContiguousFullScanTaskCancelledRatio | BAD)' - Event ID:0242ac11-0015-bb1f-11ec-e972404cc8b4,Balagam-Subramanya Naikar,DBSP-INT-NGCS-TIER2-NUTANIX,2pkntxclspr2401.us.db.com,,,,11 June 2022,zip_interface,,,,
INC0022293921,Nutanix/Alert / Recovery Point Objective Cannot Be Met / SystemIndicator / 2PKNTXCLSPR2401 - Recovery point objective cannot be met because 'of the indicators : (Task Cancelled Ratio | BAD) (ContiguousFullScanTaskCancelledRatio | BAD)' - Event ID:0242ac11-0015-bb1f-11ec-e94c8192f1e3,Amit Kunapara,DBSP-INT-NGCS-TIER2-NUTANIX,2pkntxclspr2401.us.db.com,,,,11 June 2022,zip_interface,,,No Fault Found,False Alert
INC0022297080,"Status / Status / Status / WindowsServiceLog: failed collection - (('An invalid name was supplied', 131072), ('Success', 100001)) WDCCTXCCCPR0103.uk.db.com - Event ID:0242ac11-0007-af61-11ec-e9f6971c8d8c",Prashant Sahane,DBSP-INT-NGCS-TIER2-CITRIX,wdcctxcccpr0103.uk.db.com,,,,12 June 2022,zip_interface,,,No Fault Found,False Alert
INC0022298902,"Status / Status / Status / WindowsServiceLog: failed collection - (('An invalid name was supplied', 131072), ('Success', 100001)) NJ3CTXCCCPR0106.us.db.com - Event ID:0242ac11-0015-bb1f-11ec-ea7bf283980e",Binod Maurya,DBSP-INT-NGCS-TIER2-CITRIX,nj3ctxcccpr0106.us.db.com,,,,12 June 2022,zip_interface,,,No Fault Found,False Alert
